GeneID	Myers_H1-hESC_cell_2x75_200_1	Myers_H1-hESC_cell_2x75_200_2	Myers_HUVEC_cell_2x75_200_1	Myers_HUVEC_cell_2x75_200_2
284217	5898	5914	2	1
101927188	222	240	0	0
339291	0	0	0	0
105371973	0	0	0	0
105371974	0	0	0	0
105371975	0	0	0	1
112577592	0	0	0	0
105371976	1	1	2	0
5797	370	390	1419	666
107985119	0	0	0	0
100192426	4	2	1	0
201475	1747	1609	2147	1301
100287082	4	6	31	32
23255	3112	2773	4286	3433
4729	2697	2616	3404	1940
101927275	17	13	15	8
23253	1934	1666	2274	1411
107985188	5	2	12	2
102724397	56	59	76	49
57045	951	862	5960	3096
105371980	0	0	5	9
10928	3505	3468	6143	3661
9989	3236	2927	7419	3910
101927323	7	1	6	9
112268216	0	0	0	0
11031	1454	1466	3183	1929
105371981	2	2	6	5
84203	3	4	6	2
105371982	0	0	3	0
9218	2548	2106	5123	2652
105371983	0	0	0	0
105371984	3	2	0	0
105371985	0	0	0	0
105371986	0	0	0	0
105371989	0	0	0	0
105371988	0	1	0	0
101927350	0	1	0	0
147495	126	180	33	59
8774	659	528	1284	737
105371990	4	3	0	0
102724470	0	0	1	0
107987262	0	0	0	0
101927410	0	0	0	0
63895	975	843	154	130
102466735	0	1	0	0
105371992	1	0	0	0
105371993	0	0	0	0
105371995	0	0	0	0
107985173	0	0	0	0
105371994	0	0	0	0
101927433	0	0	0	0
646000	0	0	1	1
102465690	0	0	0	0
2774	1141	1348	94	64
57132	2318	2346	2633	1781
65258	642	681	431	270
101927511	22	22	1	0
3613	3586	3754	191	192
342850	3	1	0	0
497259	7	3	4	0
1149	0	2	3	0
105371996	0	0	0	1
84617	4518	5250	27103	13304
10939	3338	3196	2684	1500
107985154	260	249	166	88
10650	338	355	189	119
105371998	64	61	146	76
56907	845	667	3634	2051
56984	989	1000	1424	762
79959	535	404	451	212
100996324	0	0	0	0
5771	1344	1131	794	387
81929	2036	1737	1364	615
55125	1437	1363	2022	1122
753	62	35	159	139
147276	1	0	0	0
100288122	0	0	5	15
100847080	0	0	0	0
107985120	2	0	12	9
102724615	0	1	1	1
100616130	0	0	0	0
125228	654	592	650	306
8731	3237	2937	2172	1263
4161	20	14	0	0
4158	0	0	0	0
162655	665	652	67	38
440482	0	1	1	0
284233	0	0	0	0
105372003	0	0	0	0
440224	2	3	3	1
388468	0	0	0	0
105372004	0	0	0	0
105372006	0	0	0	0
105372005	0	0	0	0
105372007	0	0	0	0
374860	0	0	0	0
105372008	0	0	0	0
100422907	0	0	0	0
105372009	0	0	0	0
105372010	0	0	0	0
400644	0	0	2	0
101927642	0	0	1	0
644669	0	0	0	0
6093	2889	2218	5924	2974
107985161	1	0	0	1
101927496	0	0	3	6
80000	128	127	676	612
101927521	3	3	20	17
114799	923	824	703	394
6632	4271	4477	3052	1364
171586	275	287	277	135
100302135	1	0	1	0
105376866	4	8	0	2
57534	2831	2242	4698	2907
102723167	2	2	9	4
406922	0	0	0	0
406905	0	0	0	0
105372016	0	0	0	1
102724208	0	0	0	0
100128893	1	0	36	14
2627	21	3	884	435
105372017	0	0	0	0
105372018	0	0	0	0
101927548	0	0	0	0
105372019	0	0	2	5
64693	2	2	7	2
101927571	5	3	0	0
5932	1186	1050	629	215
100616139	17	21	9	4
91768	1154	1266	5836	4490
85019	438	464	437	314
8780	684	635	3063	1841
29919	572	548	1106	662
4864	2409	1899	4176	2149
147463	142	146	46	51
3909	116	134	1494	965
107985181	0	1	1	3
105372023	0	0	0	1
125488	591	681	97	77
102724246	11	4	1	1
112268213	27	34	3	3
26256	394	511	201	141
114876	2662	2671	996	669
100302195	0	2	0	0
55364	1226	1213	1882	976
59340	1	2	2	0
105372026	1	1	0	0
729950	0	0	1	0
105372027	0	0	0	0
105372028	0	0	0	0
105372029	0	0	0	0
105372030	2	1	10	7
107985141	0	0	6	2
25925	819	706	5366	4015
107987256	10	17	84	51
105372031	1	1	8	6
6760	3083	2737	3565	2172
143471	1	1	0	1
6875	1152	945	236	120
105372034	2	1	0	0
107985142	1	1	0	0
100506787	1	0	0	0
284252	765	719	658	410
102466874	0	0	0	0
102725227	11	12	0	0
728606	2	3	0	0
105372035	0	0	0	0
361	53	49	0	0
147429	8	7	0	0
83539	685	456	0	0
105372036	0	1	0	0
107985143	3	1	0	0
105372037	0	0	0	0
105372038	1	0	0	0
105372040	0	1	0	0
105372041	1	0	0	0
107985126	1	1	0	0
105372042	1	2	0	0
1000	2325	1718	7540	3133
105372043	0	0	0	0
105372044	0	0	0	0
105372045	0	0	0	0
100302131	0	0	0	0
105372046	0	0	0	0
105372047	0	0	0	0
1825	201	174	88	8
1824	1758	1322	1	0
101927698	1	1	0	0
1823	3	2	0	0
105372049	0	0	0	0
1828	4	0	0	0
101927718	1	0	0	0
147409	1	0	0	0
1830	1	3	0	0
1829	9195	7604	3	2
100652770	274	196	0	0
7276	9	1	0	1
9331	758	661	1398	779
147407	2	3	16	5
22878	1917	1778	2651	1512
54941	940	904	20	11
51444	1084	1023	912	444
4225	1	0	1	3
64762	427	393	82	54
441818	18	6	25	7
57565	122	109	5	0
112268208	3	7	0	0
105372055	17	6	1	0
105372058	2	1	0	0
107985186	0	0	0	0
374864	5	5	35	32
105372059	0	0	1	0
80816	37	17	47	13
107985157	1	0	2	0
8715	47	36	0	0
1837	1365	887	604	231
105372061	34	17	23	6
10982	1924	2007	11624	5543
84307	2327	2172	555	378
100101467	292	311	468	301
10778	775	632	1438	692
107985139	291	266	349	199
7572	2021	1656	2464	1449
252884	58	43	34	15
105372063	0	3	19	7
125476	681	752	674	441
100616257	0	2	3	0
2589	2395	2141	23089	13209
105372065	3	1	2	2
105372064	68	58	827	368
406963	3	0	0	0
100500864	0	0	0	0
105372066	1	6	2	1
83608	501	528	589	275
55197	3383	3139	2709	1420
25800	2011	1754	1342	947
55250	4716	4445	3150	2020
101927809	35	49	38	50
55034	742	807	516	401
80206	1063	907	112	66
105372071	0	1	1	0
25941	4252	4247	7589	4899
57536	296	249	347	227
105372069	0	0	0	0
56853	82	108	0	2
105372068	0	1	0	0
106635546	0	0	0	0
107985118	0	0	0	0
100422857	0	0	0	0
102724417	0	1	0	0
105372073	0	0	0	0
105372072	0	0	0	0
105372074	0	0	0	0
112268212	0	0	0	0
105372076	1	0	0	0
105372077	0	0	0	0
647946	80	62	19	16
112268214	6	5	3	1
101927879	3	1	0	0
100126323	0	0	0	0
101927857	6	5	3	1
100846997	0	0	0	0
100847025	0	0	0	0
105372079	3	3	0	0
105372080	2	2	0	0
105372081	0	0	0	0
101927900	0	0	0	0
105372082	0	0	0	0
107985132	0	0	0	0
105372084	0	0	0	0
107985168	1	1	0	0
641516	60	66	3	0
105372083	0	0	0	0
105372085	0	0	0	0
5289	1086	854	1908	1305
284260	0	3	2	0
6014	24	24	2	0
6860	425	294	1	0
105372088	0	0	0	0
105372087	0	0	0	0
101927921	0	0	1	0
105667213	0	0	0	0
105372089	0	0	0	0
101927943	3	8	0	4
26040	312	347	19	22
100422829	0	0	0	0
105372091	0	0	0	0
101927961	0	0	0	0
8170	5	3	0	0
101927980	0	2	0	0
107985153	0	5	1	0
105372093	1	4	0	0
105372092	0	1	0	0
6563	3	4	0	0
57724	1348	1271	3478	2043
284266	11	21	5	9
9050	58	93	1006	643
498	30858	29816	21384	11837
100188995	1	1	0	0
115106	1784	1670	1711	806
147339	875	794	940	512
494470	486	514	0	0
105372095	0	0	0	0
125336	5	16	0	0
105372096	2	3	0	0
29906	233	222	2	1
105372097	15	18	1	1
9063	1437	1347	1048	572
83473	339	417	60	29
100506888	1	3	1	0
107983955	2	3	1	0
728929	3	4	1	1
162699	3	3	1	1
51224	0	2	0	0
105372098	45	69	4	5
84064	1165	1340	631	300
51124	480	596	2423	1338
652991	37	34	0	0
110175910	0	0	0	1
100616264	0	0	0	0
105372100	0	0	0	0
4087	2310	2145	3185	2027
105372101	0	0	0	0
201501	13	35	0	0
105372104	4	3	0	0
84322	0	0	0	0
9811	1224	1104	2670	1957
107987258	29	33	17	8
100616366	0	0	1	0
105372107	2	6	9	5
107985147	9	18	14	7
105372106	1	3	4	2
105372105	5	5	21	10
4092	271	268	151	161
105372108	0	2	0	0
100129878	6	5	5	3
54808	1564	1605	2116	1575
100616420	0	0	3	0
497661	197	174	548	355
100526842	18182	17412	17869	13477
100302257	0	2	1	0
6139	18345	17704	17792	13451
100124516	24	13	22	15
26791	8	11	16	9
26790	314	309	322	224
101928144	0	1	0	0
9388	691	526	7344	3461
105372112	1	2	1	0
112268210	0	0	1	0
107984031	1	0	0	0
10449	5302	5471	2401	1405
103091864	60	44	17	11
677769	178	228	117	85
4645	827	992	70	28
100422865	0	1	0	0
220136	9	10	9	10
4152	2044	1998	3206	2049
30827	3004	2841	1802	948
105372114	0	0	0	0
220134	556	564	771	198
105372115	34	1	2	0
5596	371	346	0	0
105372116	1	0	0	0
83876	66	56	0	0
4200	2128	1874	2994	1807
55520	88	136	253	110
107985152	14	25	36	8
105372117	151	129	46	45
4089	3295	2840	2752	1660
51320	3462	2933	2547	1638
105372118	23	11	13	4
100287225	9	15	1	0
105372120	0	0	0	0
105372121	0	0	0	0
1630	28	20	3	0
100616232	0	0	0	0
102724651	0	0	0	1
101928167	1	0	0	1
8932	815	793	3660	1553
677819	0	1	1	0
11201	813	712	722	478
147323	5	7	15	1
162681	819	616	1227	508
284254	15	17	0	0
5874	2	6	11	1
80323	7	5	712	449
107985125	0	0	0	0
105372125	0	0	0	0
101927229	0	0	1	0
6925	3099	2905	11046	7735
105372127	1	0	1	0
100616290	0	0	0	0
105372126	1	5	0	0
105372130	26	32	0	0
100132501	76	65	28	31
107985183	4	3	0	0
105372131	2	1	0	0
101927273	3	1	0	0
107985164	37	43	0	0
642484	58	52	0	0
102724698	2	4	0	0
100505474	0	0	0	0
105372132	0	0	0	0
105372135	0	5	2	0
9352	1964	1945	3148	1650
23335	789	623	1380	667
107985140	11	5	6	0
105372136	2	1	0	0
100885779	75	65	0	0
284257	1	1	1	0
105372138	0	0	0	0
51046	385	299	0	0
9480	200	139	9	14
112267870	2	2	1	0
2235	771	914	1623	894
4677	7526	7221	8048	4303
100505549	147	146	287	161
5205	131	148	4084	1961
105372141	73	73	45	35
105372140	0	0	0	0
23327	3223	3115	1674	1026
105372143	30	37	3	2
107985182	0	0	0	0
406906	0	0	0	0
100616357	0	0	0	0
115701	52	27	0	0
105372145	0	0	0	0
106635543	0	0	0	0
102724745	1	1	0	0
101927322	66	47	1	4
10892	1058	741	383	218
105372146	2	8	4	1
105372147	0	0	0	0
55205	10268	9733	2990	2298
112268211	0	0	0	0
390858	0	2	0	0
107987259	1	0	1	0
90701	824	739	661	322
2922	0	0	0	0
30062	9	19	0	0
339302	0	0	0	0
3998	2821	2442	9466	5639
107985156	3	3	0	0
147372	226	297	4	5
5366	1684	1535	810	732
105372151	0	0	0	0
105372152	0	0	0	0
105372155	0	0	0	0
4160	1	1	0	0
105372156	0	0	0	0
28316	10	8	35	4
105372157	0	0	0	0
100996669	0	0	1	2
220441	86	72	1403	895
105372159	0	0	0	0
112268209	0	0	0	0
105372158	0	0	0	0
23556	911	815	1600	1060
57614	1259	1072	1573	800
8792	988	700	583	204
54877	778	654	1376	681
23239	4317	4008	776	473
105372160	8	17	1	1
105372161	0	0	0	0
596	167	133	89	62
2531	1199	1121	2344	1462
9525	1249	918	2469	1423
5268	1	2	1	2
89777	1	1	0	0
5275	0	0	0	0
6318	28	16	0	0
6317	12	3	0	0
89778	0	0	0	0
8710	0	0	0	0
5055	0	0	471	13
5273	0	1	2	0
284293	69	67	28	35
105372165	19	19	75	25
5271	24	27	2371	897
221241	0	0	0	0
284294	0	1	0	0
400654	0	0	0	0
105372166	0	0	0	0
105372167	0	0	0	0
107985178	0	0	0	0
101927404	0	0	0	0
105372168	0	0	0	0
107985128	0	0	0	0
105372169	0	0	0	0
1005	73	58	0	0
105372170	0	0	0	0
28513	0	2	0	0
100847002	0	0	0	0
92126	967	708	1996	1544
643542	14	17	17	25
105372174	0	0	0	0
105372173	0	0	0	0
105372172	0	0	0	0
101927430	0	0	0	0
105372175	0	0	0	0
54495	615	541	5167	2711
79839	8	23	15	10
107985134	0	0	0	0
107985135	0	0	0	0
107985136	0	0	0	0
220164	27	15	2	0
105372179	0	0	0	0
105372178	1	0	0	0
107985138	1	0	0	0
10666	1	1	6	0
25914	1143	934	903	361
105372180	9	3	0	0
107985158	0	0	0	0
9306	904	726	1108	664
101927481	4	4	3	2
102724895	1	2	3	0
101060542	0	1	0	0
112268215	0	0	0	0
105376872	1	3	0	0
220158	0	0	0	0
107985166	0	0	0	0
105372185	0	0	0	0
105372188	0	0	6	2
105372187	0	0	0	1
107985179	0	0	1	2
100505776	0	0	2	1
105372186	0	0	0	0
102724913	0	0	0	0
105376873	0	0	0	0
102725148	0	0	0	0
105372189	0	0	0	0
147381	0	0	33	64
81832	419	323	0	0
100847083	0	0	0	0
100505797	11	21	0	0
400655	1	0	0	0
100505817	86	62	0	0
105372190	0	0	7	1
105372191	0	0	0	0
201456	26	29	2	1
29090	833	828	1114	494
1528	1931	2222	759	557
644041	0	0	0	0
101927606	0	0	0	0
125704	4	0	0	0
55748	8360	8385	4386	3146
84735	9	3	4	1
55628	663	491	1073	682
400657	130	127	78	44
107985130	0	0	1	0
105376874	0	0	0	0
284273	172	175	1271	655
10194	13	15	1122	658
105372200	0	0	0	0
284274	0	1	0	0
107985177	0	6	0	0
105372201	0	0	0	0
105372202	0	0	0	0
100505853	0	0	0	0
105372203	0	0	0	0
105372204	0	0	0	0
339298	0	0	0	0
105372206	0	0	0	0
105372207	0	0	0	0
105372208	0	2	1	0
105372210	3	0	2	0
105372209	0	0	1	0
105372211	6	2	0	0
9658	1264	1316	928	701
101927989	22	24	26	11
400658	10	23	7	8
284276	3	3	0	0
400660	3	10	0	0
101927651	1	3	0	0
107985151	0	0	0	0
105372212	3	2	0	0
400661	0	1	0	0
105372213	0	0	0	0
100131655	27	39	41	36
7776	922	979	858	543
105372214	4	3	0	0
4155	623	551	396	265
105372217	5	2	1	2
107987261	24	11	6	4
2587	43	33	0	0
107985171	1	0	0	0
107985172	5	9	0	0
107985129	0	0	0	0
101927715	0	0	0	0
105372218	0	0	0	0
105372219	0	0	0	0
105372220	0	0	0	0
105372221	1	2	0	0
105372224	0	0	0	0
645321	459	466	0	0
27164	2025	1922	0	0
105372225	45	52	0	0
374868	747	876	887	581
105372226	3	0	5	4
107985149	9	12	4	1
4772	405	404	1176	996
107985163	5	5	5	2
101927897	32	31	128	90
107985162	4	3	12	6
102723506	8	10	7	7
284240	3	4	0	0
105372228	0	3	0	0
284241	1	1	3	2
9150	2326	2403	1513	1016
105376875	5	5	2	2
26251	215	255	340	274
80148	665	832	1137	980
440498	40	43	101	91
10907	2732	2709	2813	1606
79863	983	1039	1055	676
100506070	14	5	5	5
22850	3595	3680	1732	1021
100130522	44	61	6	10
84552	1124	1100	208	167
375690	129	101	143	93
105376912	4	5	0	0
100422919	0	0	0	0
641702	4	5	0	0
81099	0	0	0	0
399844	607	574	35	13
101928344	314	272	47	15
107985295	2	2	13	5
8612	3438	4204	892	1006
54531	1911	2056	2809	1821
51298	2	0	0	0
126567	371	470	33	63
25759	238	372	763	1073
284451	8	27	4	4
8174	40	104	4	6
105372232	4	9	5	5
91978	256	244	213	210
997	3039	3577	2476	2091
3004	7	1	1	4
105372233	137	137	43	26
682	23597	29526	18166	16897
610	310	375	101	107
107987266	91	90	17	17
5442	5570	5691	2458	1939
105372234	17	9	10	1
27006	53	58	2	1
55658	2469	2558	2334	1611
10272	396	478	2049	2467
400668	1	3	0	0
5064	742	1018	224	390
126353	39	60	3	0
101928450	15	8	48	37
107985343	67	49	43	26
5725	21317	21605	19134	10122
100616459	6	8	5	1
79948	5728	6745	3165	1917
100422854	101	111	3	14
566	33	48	4	5
5657	21	22	0	0
1991	0	2	0	0
1675	43	52	23	10
10025	2731	3029	3347	2390
101954271	5	8	21	8
91300	2752	3370	2166	2069
84634	102	113	0	0
1820	4950	4862	836	857
57418	3382	3864	1692	1329
116444	206	267	135	176
105372235	47	69	18	20
91304	6200	6672	5924	4876
103625684	12	19	27	21
1265	18063	19590	8612	6576
10347	1902	1929	354	353
23526	2302	3162	786	445
5434	6403	8158	8070	5723
2879	9075	11252	11429	9748
22904	2377	2596	3625	4011
102723798	38	51	9	7
102725180	56	69	17	6
6794	3157	3526	2891	1994
255057	761	941	335	402
513	2299	2632	2043	1886
102723811	29	21	11	2
90007	6085	8204	2065	1729
107985303	34	29	15	9
105372236	18	10	2	1
148046	102	84	60	36
1153	6301	7966	6718	5230
55009	818	1012	781	583
1943	371	458	41	80
84939	2844	3183	2166	1799
100189306	2	1	0	0
100189195	4	1	1	0
374291	1702	2192	1774	1618
2593	469	766	889	622
26528	9572	10855	5644	4244
6209	20417	21458	15744	14560
10297	296	352	120	140
148223	1040	1195	423	392
54760	451	582	34	98
92840	518	749	114	130
339366	36	48	3	5
107985337	0	0	0	1
126520	35	34	0	4
399664	1920	1961	1831	1694
53615	3686	4118	4808	3336
10975	2322	2797	3263	3915
6929	12533	13861	8281	6852
390874	6	6	0	0
101928543	7	8	0	0
148229	673	913	71	73
57455	2593	2610	1984	1674
100302210	86	77	56	63
100288123	196	161	100	67
83855	1620	1948	1363	1297
81926	1683	1627	2235	2225
113178	2058	2697	2406	2500
113179	227	256	138	155
105372238	9	3	3	5
1455	5071	5372	3946	3116
255193	17	14	10	1
55643	5564	6921	5704	5346
107985278	10	13	2	0
2872	6694	7129	3724	3059
126308	391	528	2138	1538
113177	45	52	53	21
8943	15412	15894	13285	10489
84444	9398	7662	3105	2287
55111	3648	4527	2054	1735
100302283	14	15	6	9
102466736	172	237	103	106
8175	4912	5395	4858	3885
268	824	635	110	98
100423031	90	69	6	10
126306	9	18	2	2
105372240	0	0	0	0
4946	14192	17598	22376	15818
374872	8	8	4	2
645191	13	15	2	1
101928572	4	5	4	0
51690	3015	3854	2257	2206
56928	3532	3826	2720	2328
360200	101	76	72	41
26517	4506	4857	3035	2509
84823	16575	16092	13569	7805
102466806	3	2	2	1
101928602	14	7	11	12
4616	182	160	1363	1661
2788	490	561	42	70
102465838	0	0	0	0
148252	1744	1656	38	87
29985	1274	1255	1095	767
6449	4377	5240	5068	3568
7064	5048	5202	3727	2219
115196	268	293	106	69
148254	169	176	231	195
80032	0	0	1	1
126295	258	274	142	97
101928631	30	27	23	10
58492	167	200	247	204
79816	67	75	35	53
7089	558	552	1833	2011
166	6226	7527	12695	10286
105372242	0	0	1	0
2767	1229	1362	4515	3634
2769	7	23	12	7
100996351	1	2	29	16
8698	1	0	17	23
56926	6046	5581	6088	4171
60680	776	832	2	1
105372244	39	34	1	0
4782	233	276	4985	3751
284422	58	101	1	0
105372246	4	4	0	2
83475	906	884	815	550
105372245	57	74	57	54
51343	2123	1876	2895	2118
126321	1840	1743	2045	1792
100128569	270	248	171	227
10362	2094	2428	2945	2239
126326	93	109	140	126
6915	26	41	126	101
404665	413	472	429	298
58509	1409	1689	1499	1129
23396	3218	3211	6428	5873
27134	1115	1481	4	4
9546	927	863	701	578
105372248	1	1	3	0
116541	564	759	627	511
84839	4	3	0	0
4145	740	946	1	1
23217	442	714	0	3
85300	3689	3512	2	1
27231	3486	4043	0	0
1613	2854	3046	5610	5562
693222	29	35	37	46
1938	171471	198119	137350	142536
26812	48	36	12	7
51588	1722	1801	1946	1169
51341	1101	1141	1776	1437
5605	5370	5992	6146	5256
84699	5	12	0	0
51548	706	737	770	531
170961	1223	1410	20	27
10148	56	94	32	31
55702	867	1018	555	382
56961	104	153	0	2
126259	4	10	0	0
79187	2778	3217	1365	1261
55620	655	822	276	455
84954	933	1181	494	499
6455	4720	4953	10168	8351
10036	7937	8185	2367	1131
107985297	40	59	19	5
80700	1222	1397	2821	2195
100616371	9	13	2	2
84717	4351	4862	3500	2988
729359	158	236	69	43
440503	102	133	7	4
116844	28	50	2	9
10501	3445	4440	9586	5711
105372249	60	74	41	25
126282	444	485	2738	2444
56005	1769	1744	7825	6284
91039	1786	1699	5681	3591
100131094	206	216	430	287
105372250	0	2	8	5
7197	0	1	0	0
100189416	0	0	4	2
284424	0	1	0	0
407045	0	0	0	0
55527	1949	2342	1430	1062
148022	44	69	1214	1065
10226	2415	2769	5526	4245
645432	143	111	188	129
29128	3152	3326	3658	1740
100616337	2	3	0	0
23030	2590	2768	2382	2080
5802	15714	17293	2372	2290
105372253	3	6	0	0
105372252	13	40	0	0
148066	0	0	0	0
257000	36	39	9	9
9667	3685	2808	3619	2152
6294	6217	5440	4444	2847
107985320	46	29	20	15
125988	385	525	1090	1016
374875	303	403	152	211
25873	12894	18897	14974	15477
9361	7612	8761	4629	3756
257062	13	11	4	5
163154	121	125	80	36
56931	1285	1337	846	613
4902	124	142	1	2
2528	6	2	0	0
2525	5	8	0	0
101928844	51	53	0	0
2527	2	2	4	4
126328	2756	3289	3699	3176
400673	94	97	154	119
828	118	139	128	141
8498	3272	3432	3031	2070
100128568	15	21	5	5
5990	153	188	715	673
105372255	4	9	7	6
81616	29	20	9	2
4298	2976	3124	6050	5045
125981	3	0	0	2
8192	1641	1778	2634	1983
84266	1055	1390	497	686
5623	25	35	5	7
2962	3770	4038	4725	3536
102465533	1	0	0	0
102465473	0	0	0	1
390877	23	27	27	19
8570	18267	19227	11718	7856
100500888	420	376	216	104
284427	63	80	19	12
79085	3117	3204	2486	1870
92359	409	408	0	0
79958	840	969	1	0
10382	1987	2739	44	23
8744	106	117	196	128
970	96	110	10	7
8740	4	6	0	0
718	409	568	25	13
56927	1148	1340	2142	1460
102465474	5	5	6	5
9322	3138	3762	4485	3554
107985302	23	18	76	57
10045	733	796	30	23
7409	15	39	0	0
2015	0	0	0	0
105372256	0	0	0	0
326342	0	0	1	0
497049	0	0	0	0
112268245	0	0	0	0
729458	0	0	0	0
284428	0	0	0	0
653656	0	0	0	0
125997	0	0	0	0
653657	0	0	0	0
79230	253	230	379	221
3643	3989	3728	775	632
23370	2422	2757	2549	2341
107985284	1	1	1	1
92960	69	106	21	31
374877	29	40	7	3
105372261	4	15	27	30
140467	1687	1976	1829	1845
57192	812	818	1422	934
10908	6831	6493	8413	7125
57662	2370	2212	7	19
102465475	1	1	0	0
56949	3372	3520	2709	2106
100131801	1468	1267	1605	1129
126006	13	25	7	7
6813	2201	2507	1777	977
56729	1	1	0	0
199675	2	2	0	1
126003	1806	2189	2236	1979
2208	14	25	1	0
105372262	0	0	0	0
339390	39	60	0	0
30835	7	5	0	0
10332	0	1	13	14
105372263	0	1	3	1
440508	37	45	51	36
115704	880	1063	1359	1366
80164	3822	3825	2	5
388499	14	28	29	24
80131	211	244	194	162
5609	1866	2098	1770	1449
100507588	86	115	15	22
6618	728	771	1152	947
404217	1338	1409	915	1072
10469	3355	3580	2018	1342
1994	5025	5458	5834	3441
105372266	22	47	8	6
6370	8	14	1	0
84467	6521	7153	0	0
79603	2561	2731	94	97
107985282	20	53	0	1
51293	2158	2392	2585	1471
4701	1002	1839	1229	1196
6234	15062	17407	11551	14070
256949	207	266	686	819
51129	146	205	1157	992
100507567	513	542	597	479
100847049	1	0	0	0
9230	3517	3749	3339	2904
51257	560	765	1749	1633
4670	25805	23752	17281	7835
84106	5	21	1	1
84330	573	722	204	267
4542	190	173	30	33
81794	526	595	420	633
105372267	0	0	0	0
107983991	0	0	0	0
284382	0	0	0	0
284383	0	0	0	0
148156	728	716	4	4
85509	0	1	0	0
94025	101	163	3	0
125963	0	1	0	0
390882	0	0	0	0
125962	0	0	0	0
390883	0	0	0	0
57693	1891	2013	1516	1124
162998	2	1	28	14
125958	0	0	0	0
26648	0	0	0	0
374879	108	100	140	122
84527	509	427	446	295
100529215	156	139	68	56
7730	97	84	32	31
112268250	7	2	0	1
10781	885	728	984	778
105372269	6	7	5	0
147741	3	1	2	2
105372268	2	10	5	5
79088	920	813	686	514
101928238	43	79	12	12
7675	5812	5376	847	557
105376914	0	0	0	0
93134	2044	1489	1879	1371
284385	194	237	85	51
54811	204	201	1364	840
729648	4	6	8	3
105372270	0	0	0	1
162993	191	148	144	130
100505555	34	40	8	17
54850	1162	1099	813	667
59286	4735	5275	7011	4193
100996288	0	3	0	0
5300	1926	2114	1840	1393
93145	2296	3017	36	50
50509	152	171	2	0
50700	0	3	0	0
100847093	0	0	0	0
388503	1	7	0	0
55337	899	1061	899	858
83854	181	254	184	159
56342	1250	1403	730	555
692312	1434	1563	769	627
692229	0	0	0	0
100113382	1	0	1	1
5032	623	617	201	222
8666	5789	7076	5375	4357
1786	12750	11803	9088	4555
9294	706	914	36	29
100422925	1	3	0	1
51073	2745	3113	3503	2410
105372272	1	0	2	0
3383	363	621	3893	3370
3386	55	60	5	7
7087	167	272	6	2
100125288	155	182	45	47
112812	670	734	559	475
125950	4316	4275	2832	1851
3385	849	1007	350	228
7297	1449	1669	5686	4207
11140	8206	9128	14954	11225
100302213	388	446	565	556
5141	395	483	776	667
9817	3721	4164	4047	2709
53637	148	171	0	0
84971	1290	1382	590	399
100302226	4	1	0	1
65095	2782	3212	1335	920
1032	104	82	160	117
10053	5229	5658	0	0
57153	6441	7126	8086	5935
147727	744	694	337	158
3609	37719	38479	27496	13930
81890	2528	2916	1710	1217
1785	6829	6537	8687	6574
693223	2	1	1	1
100616425	0	1	0	0
406976	0	4	0	2
102466737	1	2	1	2
11018	935	1063	1326	1004
255809	6	12	4	2
10498	7996	9254	6399	5032
78992	1755	2379	1821	1644
90580	595	649	406	266
6597	18738	20427	12662	9156
115271120	157	135	156	143
3949	7166	6588	9244	6070
102465534	2	0	2	1
147841	1221	1351	883	373
25959	2149	2257	2834	2374
57572	2731	3064	10207	8429
105372273	38	43	122	63
55908	9	11	18	6
26526	1	0	1	0
105372274	0	0	0	0
9545	667	866	1291	1038
374882	1761	2026	1478	1071
126075	123	142	412	423
64748	588	644	2007	1659
126074	148	145	120	89
2057	793	909	467	305
57139	2348	2446	4	3
115948	956	837	492	633
5589	12834	13680	11401	11498
1995	84	98	2	0
115950	217	276	166	122
102465856	7	5	1	0
51295	1763	2021	1010	847
1264	813	1057	7	9
84337	2116	2156	1570	1022
54	319	446	8	10
199692	434	475	555	437
664709	10537	9683	5917	3187
401898	34	27	3	4
55552	53	57	214	147
126068	11	11	179	130
126069	31	20	36	37
126070	174	133	297	204
90594	12	5	3	6
7620	668	457	47	21
90592	366	314	252	180
284390	44	53	17	3
101928464	316	322	125	83
163059	74	87	34	18
729747	169	154	4	1
284391	514	433	42	23
388507	1039	1032	46	29
105372275	150	142	9	5
100529855	229	221	45	35
7568	142	139	28	20
90589	182	213	40	22
7695	211	180	222	196
100289333	6	6	1	1
107984139	14	7	1	1
51710	233	198	234	182
147837	95	79	11	1
79973	65	43	10	4
90576	103	86	70	64
10224	178	153	82	69
163051	59	49	37	21
163050	163	169	257	218
105372278	4	4	3	4
57474	215	259	153	125
163049	613	589	905	657
105372279	37	40	23	13
4125	4087	4832	4720	4703
84292	1296	1431	1433	1001
51398	1793	2076	2584	1880
1725	1993	2244	1226	960
105372280	12	10	1	2
84261	484	591	453	385
30000	6555	7092	5276	4532
106633804	18	28	12	12
26810	2	3	0	1
79002	3617	4059	6600	4660
439	4213	5693	3810	2688
54831	158	236	1	3
29911	3715	3503	464	483
100847071	1	0	0	0
3726	318	267	833	947
7001	11309	12886	8859	7561
10535	3250	4222	1139	824
83546	138	158	1	0
105372281	58	100	1	1
22983	1493	1446	22	23
102466196	0	0	0	0
1777	1397	1754	1948	1419
10661	30	31	0	0
2639	2576	2749	840	609
256126	121	172	25	17
100847016	0	2	0	0
2193	4310	4681	4171	2766
106144598	150	186	143	82
811	44104	48026	84864	57256
102466659	7	3	8	4
